,Unnamed: 0.1,Unnamed: 0,is_sarcastic,text,source,text_mod,tokenized,tokenized_cleaned,lemmatized,tokens,num_words
4897,4897,8693,1,"Теж погано, бо Арестович сам не заперечив, а ми всі кажем, що фейк. Як не роби - все погано ",Telegram,"теж погано, бо арестович сам не заперечив, а ми всі кажем, що фейк. як не роби - все погано ","['теж', 'погано', ',', 'бо', 'арестович', 'сам', 'не', 'заперечив', ',', 'а', 'ми', 'всі', 'кажем', ',', 'що', 'фейк', '.', 'як', 'не', 'роби', '-', 'все', 'погано']",теж погано бо арестович сам не заперечив а ми всі кажем що фейк як не роби все погано,"['теж', 'погано', 'бо', 'арестович', 'сам', 'не', 'заперечити', 'а', 'ми', 'весь', 'казати', 'що', 'фейк', 'як', 'не', 'робити', 'все', 'погано']","['теж', 'погано', 'бо', 'арестович', 'сам', 'не', 'заперечив', 'а', 'ми', 'всі', 'кажем', 'що', 'фейк', 'як', 'не', 'роби', 'все', 'погано']",18
1067,1067,1067,1,"Сніг,я без шапки, ноги вже мокрі. Весна, ти така добра^^  ",Twitter,"сніг,я без шапки, ноги вже мокрі. весна, ти така добра^^  ","['сніг', ',', 'я', 'без', 'шапки', ',', 'ноги', 'вже', 'мокрі', '.', 'весна', ',', 'ти', 'така', 'добра', '^', '^']",сніг я без шапки ноги вже мокрі весна ти така добра ,"['сніг', 'я', 'без', 'шапка', 'нога', 'вже', 'мокрий', 'весна', 'ти', 'такий', 'добрий']","['сніг', 'я', 'без', 'шапки', 'ноги', 'вже', 'мокрі', 'весна', 'ти', 'така', 'добра']",11
1458,1458,1458,1,"Обожнюю, коли в 18:00 починається «срачка» і требашвидкопрацюватище. ",Twitter,"обожнюю, коли в 18:00 починається «срачка» і требашвидкопрацюватище. ","['обожнюю', ',', 'коли', 'в', '18:00', 'починається', '«', 'срачка', '»', 'і', 'требашвидкопрацюватище', '.']",обожнюю коли в починається « срачка » і требашвидкопрацюватище ,"['обожнювати', 'коли', 'в', 'починатися', '«', 'срачка', '»', 'і', 'требашвидкопрацювий']","['обожнюю', 'коли', 'в', 'починається', 'срачка', 'і', 'требашвидкопрацюватище']",7
1098,1098,1098,1,Дуже круте рішення про повний #lockdown у #Київ. Тепер дуже зручно буде добиратися на роботу і взагалі працювати.,Twitter,дуже круте рішення про повний # у #київ. тепер дуже зручно буде добиратися на роботу і взагалі працювати.,"['дуже', 'круте', 'рішення', 'про', 'повний', '#', 'у', '#київ', '.', 'тепер', 'дуже', 'зручно', 'буде', 'добиратися', 'на', 'роботу', 'і', 'взагалі', 'працювати', '.']",дуже круте рішення про повний у київ тепер дуже зручно буде добиратися на роботу і взагалі працювати ,"['дуже', 'крутий', 'рішення', 'про', 'повний', 'у', 'Київ', 'тепер', 'дуже', 'зручно', 'бути', 'добиратися', 'на', 'робота', 'і', 'взагалі', 'працювати']","['дуже', 'круте', 'рішення', 'про', 'повний', 'у', 'київ', 'тепер', 'дуже', 'зручно', 'буде', 'добиратися', 'на', 'роботу', 'і', 'взагалі', 'працювати']",17
4240,4240,8035,1,"Ну так президент не довіряє главі МЗС ,та і справ в нього немає більше ніяких",Telegram,"ну так президент не довіряє главі мзс ,та і справ в нього немає більше ніяких","['ну', 'так', 'президент', 'не', 'довіряє', 'главі', 'мзс', ',', 'та', 'і', 'справ', 'в', 'нього', 'немає', 'більше', 'ніяких']",ну так президент не довіряє главі мзс та і справ в нього немає більше ніяких,"['ну', 'так', 'президент', 'не', 'довіряти', 'глава', 'мзс', 'та', 'і', 'справа', 'в', 'він', 'немати', 'більше', 'ніякий']","['ну', 'так', 'президент', 'не', 'довіряє', 'главі', 'мзс', 'та', 'і', 'справ', 'в', 'нього', 'немає', 'більше', 'ніяких']",15
3173,3173,3173,1,"@annivna жесть, така трагедія, співчуваю😞😞😞😞😞",Twitter," жесть, така трагедія, співчуваю😞😞😞😞😞","['жесть', ',', 'така', 'трагедія', ',', 'співчуваю', '😞', '😞', '😞']",жесть така трагедія співчуваю 😞 😞 😞,"['жесть', 'такий', 'трагедія', 'співчувати', '😞', '😞', '😞']","['жесть', 'така', 'трагедія', 'співчуваю']",4
3260,3260,3260,1,ех єніна єніна танцюй далі 🥺,Twitter,ех єніна єніна танцюй далі 🥺,"['ех', 'єніна', 'єніна', 'танцюй', 'далі', '🥺']",ех єніна єніна танцюй далі 🥺,"['ех', 'єнін', 'єнін', 'танець', 'далі', '🥺']","['ех', 'єніна', 'єніна', 'танцюй', 'далі']",5
935,935,935,1,"Брати хабар у людей, які дають гроші під 1% за добу? я його не засуджую",Twitter,"брати хабар у людей, які дають гроші під 1% за добу? я його не засуджую","['брати', 'хабар', 'у', 'людей', ',', 'які', 'дають', 'гроші', 'під', '1', '%', 'за', 'добу', '?', 'я', 'його', 'не', 'засуджую']",брати хабар у людей які дають гроші під за добу ? я його не засуджую,"['брати', 'хабар', 'у', 'людина', 'який', 'давати', 'гроші', 'під', 'за', 'доба', '?', 'я', 'він', 'не', 'засуджувати']","['брати', 'хабар', 'у', 'людей', 'які', 'дають', 'гроші', 'під', 'за', 'добу', 'я', 'його', 'не', 'засуджую']",14
2490,2490,2490,1,"Люблю байтити на актив у своєму ТВі де ніхто не активить, дуже весело",Twitter,"люблю байтити на актив у своєму тві де ніхто не активить, дуже весело","['люблю', 'байтити', 'на', 'актив', 'у', 'своєму', 'тві', 'де', 'ніхто', 'не', 'активить', ',', 'дуже', 'весело']",люблю байтити на актив у своєму тві де ніхто не активить дуже весело,"['любити', 'байтити', 'на', 'актив', 'у', 'свій', 'тва', 'де', 'ніхто', 'не', 'активити', 'дуже', 'весело']","['люблю', 'байтити', 'на', 'актив', 'у', 'своєму', 'тві', 'де', 'ніхто', 'не', 'активить', 'дуже', 'весело']",13
2661,2661,2661,1,"Як мене завдобала вчителька укр мови: ""До речі вони разом пишуть, ще шось там. Але головне щш українською, всі ми маємо говоритт українською, а те що з помилками то неважливо. Зате українською, да-да"" ",Twitter,"як мене завдобала вчителька укр мови: ""до речі вони разом пишуть, ще шось там. але головне щш українською, всі ми маємо говоритт українською, а те що з помилками то неважливо. зате українською, да-да"" ","['як', 'мене', 'завдобала', 'вчителька', 'укр', 'мови', ':', '""', 'до', 'речі', 'вони', 'разом', 'пишуть', ',', 'ще', 'шось', 'там', '.', 'але', 'головне', 'щш', 'українською', ',', 'всі', 'ми', 'маємо', 'говоритт', 'українською', ',', 'а', 'те', 'що', 'з', 'помилками', 'то', 'неважливо', '.', 'зате', 'українською', ',', 'да-да', '""']","як мене завдобала вчителька укр мови "" до речі вони разом пишуть ще шось там але головне щш українською всі ми маємо говоритт українською а те що з помилками то неважливо зате українською дада ""","['як', 'я', 'завдобати', 'вчителька', 'укр', 'мова', '""', 'до', 'річ', 'вони', 'разом', 'писати', 'ще', 'шось', 'там', 'але', 'головне', 'щш', 'українська', 'весь', 'ми', 'мати', 'говоритт', 'українська', 'а', 'те', 'що', 'з', 'помилка', 'то', 'неважливо', 'зате', 'український', 'дада', '""']","['як', 'мене', 'завдобала', 'вчителька', 'укр', 'мови', 'до', 'речі', 'вони', 'разом', 'пишуть', 'ще', 'шось', 'там', 'але', 'головне', 'щш', 'українською', 'всі', 'ми', 'маємо', 'говоритт', 'українською', 'а', 'те', 'що', 'з', 'помилками', 'то', 'неважливо', 'зате', 'українською', 'да', 'да']",34
3703,3703,3703,1,@effplink Я МАЮ ЗНАТИ ЩО ПИШЕ МОЯ ДРУЖИНА ПРО МЕНЕ,Twitter, я маю знати що пише моя дружина про мене,"['я', 'маю', 'знати', 'що', 'пише', 'моя', 'дружина', 'про', 'мене']",я маю знати що пише моя дружина про мене,"['я', 'мати', 'знати', 'що', 'писати', 'мій', 'дружина', 'про', 'я']","['я', 'маю', 'знати', 'що', 'пише', 'моя', 'дружина', 'про', 'мене']",9
4631,4631,8426,1,потрібно в Африку їхать),Telegram,потрібно в африку їхать),"['потрібно', 'в', 'африку', 'їхать', ')']",потрібно в африку їхать ),"['потрібно', 'в', 'африк', 'їхати', ')']","['потрібно', 'в', 'африку', 'їхать']",4
3969,3969,7764,1,Іноді і я розумію.Мы ж одинарот,Telegram,іноді і я розумію.мы ж одинарот,"['іноді', 'і', 'я', 'розумію', '.', 'мы', 'ж', 'одинарот']",іноді і я розумію мы ж одинарот,"['іноді', 'і', 'я', 'розуміти', 'мы', 'ж', 'одинарот']","['іноді', 'і', 'я', 'розумію', 'ж', 'одинарот']",6
2940,2940,2940,1,"@hu_lviv @25_neverescape То простий смертний, кому він нах потрібен? ",Twitter,"  то простий смертний, кому він нах потрібен? ","['то', 'простий', 'смертний', ',', 'кому', 'він', 'нах', 'потрібен', '?']",то простий смертний кому він нах потрібен ?,"['то', 'простий', 'смертний', 'хто', 'він', 'нах', 'потрібний', '?']","['то', 'простий', 'смертний', 'кому', 'він', 'нах', 'потрібен']",7
2445,2445,2445,1,"@netsenzurnyj Ну так це був хитрий план для хайпа, хіба не ясно, він же у свастоні!!
",Twitter," ну так це був хитрий план для хайпа, хіба не ясно, він же у свастоні!!
","['ну', 'так', 'це', 'був', 'хитрий', 'план', 'для', 'хайпа', ',', 'хіба', 'не', 'ясно', ',', 'він', 'же', 'у', 'свастоні', '!', '!']",ну так це був хитрий план для хайпа хіба не ясно він же у свастоні ! !,"['ну', 'так', 'це', 'бути', 'хитрий', 'план', 'для', 'хайпа', 'хіба', 'не', 'ясно', 'він', 'же', 'у', 'свастон', '!', '!']","['ну', 'так', 'це', 'був', 'хитрий', 'план', 'для', 'хайпа', 'хіба', 'не', 'ясно', 'він', 'же', 'у', 'свастоні']",15
4262,4262,8057,1,Мама болгарка та тато зварка,Telegram,мама болгарка та тато зварка,"['мама', 'болгарка', 'та', 'тато', 'зварка']",мама болгарка та тато зварка,"['мама', 'болгарка', 'та', 'тато', 'зварка']","['мама', 'болгарка', 'та', 'тато', 'зварка']",5
5110,5110,8907,1,"так так, по фото ордазу видно що то наша ППО... ",Telegram,"так так, по фото ордазу видно що то наша ппо... ","['так', 'так', ',', 'по', 'фото', 'ордазу', 'видно', 'що', 'то', 'наша', 'ппо', '...']",так так по фото ордазу видно що то наша ппо ,"['так', 'так', 'по', 'фото', 'ордаз', 'видно', 'що', 'то', 'наш', 'ппо']","['так', 'так', 'по', 'фото', 'ордазу', 'видно', 'що', 'то', 'наша', 'ппо']",10
4784,4784,8579,1,"Так, адже саме це можна побачити у моєму смс, що ж ще ",Telegram,"так, адже саме це можна побачити у моєму смс, що ж ще ","['так', ',', 'адже', 'саме', 'це', 'можна', 'побачити', 'у', 'моєму', 'смс', ',', 'що', 'ж', 'ще']",так адже саме це можна побачити у моєму смс що ж ще,"['так', 'адже', 'саме', 'це', 'можна', 'побачити', 'у', 'мій', 'смс', 'що', 'ж', 'ще']","['так', 'адже', 'саме', 'це', 'можна', 'побачити', 'у', 'моєму', 'смс', 'що', 'ж', 'ще']",12
2240,2240,2240,1,"Отже печінка вигрьобується, тож в мене дієта без сиру *скавульчить* і без смаженого. Взагалі, як я люблю літо! 😭🤘🏽",Twitter,"отже печінка вигрьобується, тож в мене дієта без сиру *скавульчить* і без смаженого. взагалі, як я люблю літо! 😭🤘🏽","['отже', 'печінка', 'вигрьобується', ',', 'тож', 'в', 'мене', 'дієта', 'без', 'сиру', '*', 'скавульчить', '*', 'і', 'без', 'смаженого', '.', 'взагалі', ',', 'як', 'я', 'люблю', 'літо', '!', '😭', '🤘', '🏽']",отже печінка вигрьобується тож в мене дієта без сиру скавульчить і без смаженого взагалі як я люблю літо ! 😭 🤘 🏽,"['отже', 'печінка', 'вигрьобуватися', 'тож', 'в', 'я', 'дієт', 'без', 'сир', 'скавулічити', 'і', 'без', 'смажений', 'взагалі', 'як', 'я', 'любити', 'літо', '!', '😭', '🤘', '🏽']","['отже', 'печінка', 'вигрьобується', 'тож', 'в', 'мене', 'дієта', 'без', 'сиру', 'скавульчить', 'і', 'без', 'смаженого', 'взагалі', 'як', 'я', 'люблю', 'літо']",18
1652,1652,1652,1,"люблю свій університет
",Twitter,"люблю свій університет
","['люблю', 'свій', 'університет']",люблю свій університет,"['любити', 'свій', 'університет']","['люблю', 'свій', 'університет']",3
2335,2335,2335,1,@ostro_v :) ну ж не RU-UA кордон їм контролювати,Twitter, :) ну ж не - кордон їм контролювати,"[':)', 'ну', 'ж', 'не', '-', 'кордон', 'їм', 'контролювати']",) ну ж не кордон їм контролювати,"[')', 'ну', 'ж', 'не', 'кордон', 'вони', 'контролювати']","['ну', 'ж', 'не', 'кордон', 'їм', 'контролювати']",6
4690,4690,8485,1,Санич порішав! Слава! ,Telegram,санич порішав! слава! ,"['санич', 'порішав', '!', 'слава', '!']",санич порішав ! слава !,"['санич', 'порішати', '!', 'слава', '!']","['санич', 'порішав', 'слава']",3
545,545,545,1,нашо в школі автомат з кавою якщо мені стрьомно до нього підходити,Twitter,нашо в школі автомат з кавою якщо мені стрьомно до нього підходити,"['нашо', 'в', 'школі', 'автомат', 'з', 'кавою', 'якщо', 'мені', 'стрьомно', 'до', 'нього', 'підходити']",нашо в школі автомат з кавою якщо мені стрьомно до нього підходити,"['ви', 'в', 'школа', 'автомат', 'з', 'кава', 'якщо', 'я', 'стрьомно', 'до', 'він', 'підходити']","['нашо', 'в', 'школі', 'автомат', 'з', 'кавою', 'якщо', 'мені', 'стрьомно', 'до', 'нього', 'підходити']",12
4460,4460,8255,1,Батюшка-стендапер буде депутатом Київради від ЄС,Telegram,батюшка-стендапер буде депутатом київради від єс,"['батюшка-стендапер', 'буде', 'депутатом', 'київради', 'від', 'єс']",батюшкастендапер буде депутатом київради від єс,"['батюшкастендапер', 'бути', 'депутат', 'київрад', 'від', 'єс.']","['батюшка', 'стендапер', 'буде', 'депутатом', 'київради', 'від', 'єс']",7
832,832,832,1,"А може, треба було не карантин об'являти, а цінник на лікування озвучити, і на похорони. Сиділи б усі по домівках, як милі. ",Twitter,"а може, треба було не карантин об'являти, а цінник на лікування озвучити, і на похорони. сиділи б усі по домівках, як милі. ","['а', 'може', ',', 'треба', 'було', 'не', 'карантин', ""об'являти"", ',', 'а', 'цінник', 'на', 'лікування', 'озвучити', ',', 'і', 'на', 'похорони', '.', 'сиділи', 'б', 'усі', 'по', 'домівках', ',', 'як', 'милі', '.']",а може треба було не карантин об'являти а цінник на лікування озвучити і на похорони сиділи б усі по домівках як милі ,"['а', 'може', 'треба', 'бути', 'не', 'карантин', 'об’являти', 'а', 'цінник', 'на', 'лікування', 'озвучити', 'і', 'на', 'похорона', 'сидіти', 'б', 'увесь', 'по', 'домівка', 'як', 'милий']","['а', 'може', 'треба', 'було', 'не', 'карантин', ""об'являти"", 'а', 'цінник', 'на', 'лікування', 'озвучити', 'і', 'на', 'похорони', 'сиділи', 'б', 'усі', 'по', 'домівках', 'як', 'милі']",22
4686,4686,8481,1,"Ффффуууууу . Ніякого нормального подання новин . Не буду донатити більше



І ВІДПИШУСЬ!!!!




",Telegram,"ффффуууууу . ніякого нормального подання новин . не буду донатити більше



і відпишусь!!!!




","['фффууу', '.', 'ніякого', 'нормального', 'подання', 'новин', '.', 'не', 'буду', 'донатити', 'більше', 'і', 'відпишусь', '!', '!', '!']",фффууу ніякого нормального подання новин не буду донатити більше і відпишусь ! ! !,"['фффуу', 'ніякий', 'нормальний', 'подання', 'новина', 'не', 'бути', 'донатити', 'більше', 'і', 'відпистися', '!', '!', '!']","['ффффуууууу', 'ніякого', 'нормального', 'подання', 'новин', 'не', 'буду', 'донатити', 'більше', 'і', 'відпишусь']",11
3975,3975,7770,1,"Такого колапсу, як сьогодні,  навіть при Мамаї не було 😀",Telegram,"такого колапсу, як сьогодні,  навіть при мамаї не було 😀","['такого', 'колапсу', ',', 'як', 'сьогодні', ',', 'навіть', 'при', 'мамаї', 'не', 'було', '😀']",такого колапсу як сьогодні навіть при мамаї не було 😀,"['такий', 'колапс', 'як', 'сьогодні', 'навіть', 'при', 'мама', 'не', 'бути', '😀']","['такого', 'колапсу', 'як', 'сьогодні', 'навіть', 'при', 'мамаї', 'не', 'було']",9
3661,3661,3661,1,"@rule3b Ага, ну так, давайте ділити людей по нац. ідентичності на ""титульних"" і ""інших"". Це ж так круто було у совкові часи і не секунди не принесло жодних проблем 🙄🙄",Twitter," ага, ну так, давайте ділити людей по нац. ідентичності на ""титульних"" і ""інших"". це ж так круто було у совкові часи і не секунди не принесло жодних проблем 🙄🙄","['ага', ',', 'ну', 'так', ',', 'давайте', 'ділити', 'людей', 'по', 'нац', '.', 'ідентичності', 'на', '""', 'титульних', '""', 'і', '""', 'інших', '""', '.', 'це', 'ж', 'так', 'круто', 'було', 'у', 'совкові', 'часи', 'і', 'не', 'секунди', 'не', 'принесло', 'жодних', 'проблем', '🙄', '🙄']","ага ну так давайте ділити людей по нац ідентичності на "" титульних "" і "" інших "" це ж так круто було у совкові часи і не секунди не принесло жодних проблем 🙄 🙄","['ага', 'ну', 'так', 'давати', 'ділити', 'людина', 'по', 'нац', 'ідентичність', 'на', '""', 'титульний', '""', 'і', '""', 'інший', '""', 'це', 'ж', 'так', 'круто', 'бути', 'у', 'совковий', 'час', 'і', 'не', 'секунда', 'не', 'принести', 'жодний', 'проблема', '🙄', '🙄']","['ага', 'ну', 'так', 'давайте', 'ділити', 'людей', 'по', 'нац', 'ідентичності', 'на', 'титульних', 'і', 'інших', 'це', 'ж', 'так', 'круто', 'було', 'у', 'совкові', 'часи', 'і', 'не', 'секунди', 'не', 'принесло', 'жодних', 'проблем']",28
1375,1375,1375,1,"@kraydne @ukiu_lo ну так, це ж робить тебе їбать крутими, зовсім не є причиною булінгу і суїцидальних нахилів. просто мода🤗",Twitter,"  ну так, це ж робить тебе їбать крутими, зовсім не є причиною булінгу і суїцидальних нахилів. просто мода🤗","['ну', 'так', ',', 'це', 'ж', 'робить', 'тебе', 'їбать', 'крутими', ',', 'зовсім', 'не', 'є', 'причиною', 'булінгу', 'і', 'суїцидальних', 'нахилів', '.', 'просто', 'мода', '🤗']",ну так це ж робить тебе їбать крутими зовсім не є причиною булінгу і суїцидальних нахилів просто мода 🤗,"['ну', 'так', 'це', 'ж', 'робити', 'ти', 'їбати', 'крутий', 'зовсім', 'не', 'бути', 'причина', 'булінг', 'і', 'суїцидальний', 'нахил', 'просто', 'мода', '🤗']","['ну', 'так', 'це', 'ж', 'робить', 'тебе', 'їбать', 'крутими', 'зовсім', 'не', 'є', 'причиною', 'булінгу', 'і', 'суїцидальних', 'нахилів', 'просто', 'мода']",18
2603,2603,2603,1,Субота. Перша година дня. Я в офісі. А ви чого досягли? (@ FIDOBANK) http://t.co/cTFYrURw8k,Twitter,субота. перша година дня. я в офісі. а ви чого досягли? (@ ) ,"['субота', '.', 'перша', 'година', 'дня', '.', 'я', 'в', 'офісі', '.', 'а', 'ви', 'чого', 'досягли', '?', '(', '@', ')']",субота перша година дня я в офісі а ви чого досягли ? ( ),"['субота', 'перший', 'година', 'день', 'я', 'в', 'офіс', 'а', 'ви', 'чого', 'досягти', '?', '(', ')']","['субота', 'перша', 'година', 'дня', 'я', 'в', 'офісі', 'а', 'ви', 'чого', 'досягли']",11
4539,4539,8334,1,"Фу, Ви що, із села якогось? Що це за мова така дивна, розмовляйте нормальною українською",Telegram,"фу, ви що, із села якогось? що це за мова така дивна, розмовляйте нормальною українською","['фу', ',', 'ви', 'що', ',', 'із', 'села', 'якогось', '?', 'що', 'це', 'за', 'мова', 'така', 'дивна', ',', 'розмовляйте', 'нормальною', 'українською']",фу ви що із села якогось ? що це за мова така дивна розмовляйте нормальною українською,"['фу', 'ви', 'що', 'із', 'село', 'якийсь', '?', 'що', 'це', 'за', 'мова', 'такий', 'дивний', 'розмовляти', 'нормальний', 'українська']","['фу', 'ви', 'що', 'із', 'села', 'якогось', 'що', 'це', 'за', 'мова', 'така', 'дивна', 'розмовляйте', 'нормальною', 'українською']",15
2405,2405,2405,1,"Беркут - нелюди! Ганьба! / От в Європі ні за що б так не били наших ""дітей""! ",Twitter,"беркут - нелюди! ганьба! / от в європі ні за що б так не били наших ""дітей""! ","['беркут', '-', 'нелюди', '!', 'ганьба', '!', '/', 'от', 'в', 'європі', 'ні', 'за', 'що', 'б', 'так', 'не', 'били', 'наших', '""', 'дітей', '""', '!']","беркут нелюди ! ганьба ! от в європі ні за що б так не били наших "" дітей "" !","['беркут', 'нелюда', '!', 'ганьба', '!', 'от', 'в', 'європа', 'ні', 'за', 'що', 'б', 'так', 'не', 'бити', 'наш', '""', 'дитина', '""', '!']","['беркут', 'нелюди', 'ганьба', 'от', 'в', 'європі', 'ні', 'за', 'що', 'б', 'так', 'не', 'били', 'наших', 'дітей']",15
944,944,944,1,"@andersostlund Та ну, ви що!!? Корупція - то лише в Україні!
",Twitter," та ну, ви що!!? корупція - то лише в україні!
","['та', 'ну', ',', 'ви', 'що', '!', '!', '?', 'корупція', '-', 'то', 'лише', 'в', 'україні', '!']",та ну ви що ! ! ? корупція то лише в україні !,"['та', 'ну', 'ви', 'що', '!', '!', '?', 'корупція', 'то', 'лише', 'в', 'україна', '!']","['та', 'ну', 'ви', 'що', 'корупція', 'то', 'лише', 'в', 'україні']",9
616,616,616,1,"Шановний @AndriyParubiy, прошу поставити на голосування реформу виборчої системи. Проголосувати. Далі ми самі все зробимо. Дякую.

",Twitter,"шановний , прошу поставити на голосування реформу виборчої системи. проголосувати. далі ми самі все зробимо. дякую.

","['шановний', ',', 'прошу', 'поставити', 'на', 'голосування', 'реформу', 'виборчої', 'системи', '.', 'проголосувати', '.', 'далі', 'ми', 'самі', 'все', 'зробимо', '.', 'дякую', '.']",шановний прошу поставити на голосування реформу виборчої системи проголосувати далі ми самі все зробимо дякую ,"['шановний', 'просити', 'поставити', 'на', 'голосування', 'реформа', 'виборчий', 'система', 'проголосувати', 'далі', 'ми', 'сам', 'все', 'зробити', 'дякувати']","['шановний', 'прошу', 'поставити', 'на', 'голосування', 'реформу', 'виборчої', 'системи', 'проголосувати', 'далі', 'ми', 'самі', 'все', 'зробимо', 'дякую']",15
1783,1783,1783,1,"світ, де люди за власним бажанням, стоячи в чергах, обирають Трампів президентами. ",Twitter,"світ, де люди за власним бажанням, стоячи в чергах, обирають трампів президентами. ","['світ', ',', 'де', 'люди', 'за', 'власним', 'бажанням', ',', 'стоячи', 'в', 'чергах', ',', 'обирають', 'трампів', 'президентами', '.']",світ де люди за власним бажанням стоячи в чергах обирають трампів президентами ,"['світ', 'де', 'людина', 'за', 'власний', 'бажання', 'стояти', 'в', 'черга', 'обирати', 'трамп', 'президент']","['світ', 'де', 'люди', 'за', 'власним', 'бажанням', 'стоячи', 'в', 'чергах', 'обирають', 'трампів', 'президентами']",12
858,858,858,1,"Очєшуєнно мене сьогодні ""привітали"" на роботі. Викликали на ковер, сказали: маю два контрольних тижня і що я на грані звільнення. За що - конкретики нуль. Говорили про великі майбутні об'єми роботи, і що треба нарощувати швидкість і їм важливо хто буде з ними в упряжці",Twitter,"очєшуєнно мене сьогодні ""привітали"" на роботі. викликали на ковер, сказали: маю два контрольних тижня і що я на грані звільнення. за що - конкретики нуль. говорили про великі майбутні об'єми роботи, і що треба нарощувати швидкість і їм важливо хто буде з ними в упряжці","['очєшуєнно', 'мене', 'сьогодні', '""', 'привітали', '""', 'на', 'роботі', '.', 'викликали', 'на', 'ковер', ',', 'сказали', ':', 'маю', 'два', 'контрольних', 'тижня', 'і', 'що', 'я', 'на', 'грані', 'звільнення', '.', 'за', 'що', '-', 'конкретики', 'нуль', '.', 'говорили', 'про', 'великі', 'майбутні', ""об'єми"", 'роботи', ',', 'і', 'що', 'треба', 'нарощувати', 'швидкість', 'і', 'їм', 'важливо', 'хто', 'буде', 'з', 'ними', 'в', 'упряжці']","очєшуєнно мене сьогодні "" привітали "" на роботі викликали на ковер сказали маю два контрольних тижня і що я на грані звільнення за що конкретики нуль говорили про великі майбутні об'єми роботи і що треба нарощувати швидкість і їм важливо хто буде з ними в упряжці","['очєшуєнно', 'я', 'сьогодні', '""', 'привітати', '""', 'на', 'робота', 'викликати', 'на', 'ковер', 'сказати', 'мати', 'два', 'контрольний', 'тиждень', 'і', 'що', 'я', 'на', 'грань', 'звільнення', 'за', 'що', 'конкретика', 'нуля', 'говорити', 'про', 'великий', 'майбутній', 'об’я', 'робота', 'і', 'що', 'треба', 'нарощувати', 'швидкість', 'і', 'вони', 'важливо', 'хто', 'бути', 'з', 'вони', 'в', 'упряжка']","['очєшуєнно', 'мене', 'сьогодні', 'привітали', 'на', 'роботі', 'викликали', 'на', 'ковер', 'сказали', 'маю', 'два', 'контрольних', 'тижня', 'і', 'що', 'я', 'на', 'грані', 'звільнення', 'за', 'що', 'конкретики', 'нуль', 'говорили', 'про', 'великі', 'майбутні', ""об'єми"", 'роботи', 'і', 'що', 'треба', 'нарощувати', 'швидкість', 'і', 'їм', 'важливо', 'хто', 'буде', 'з', 'ними', 'в', 'упряжці']",44
554,554,554,1,"@mogi_frogi @aira_shepard не час для логіки, час мірятись кому хуйовіше 
",Twitter,"  не час для логіки, час мірятись кому хуйовіше 
","['не', 'час', 'для', 'логіки', ',', 'час', 'мірятись', 'кому', 'хуйовіше']",не час для логіки час мірятись кому хуйовіше,"['не', 'час', 'для', 'логіка', 'час', 'мірятися', 'хто', 'хуйовіше']","['не', 'час', 'для', 'логіки', 'час', 'мірятись', 'кому', 'хуйовіше']",8
2961,2961,2961,1,Коротко про те як  я прокидалась @AlexNakonechna будила мене ногою.Про такий ранок я могла тільки мріяти.,Twitter,коротко про те як  я прокидалась  будила мене ногою.про такий ранок я могла тільки мріяти.,"['коротко', 'про', 'те', 'як', 'я', 'прокидалась', 'будила', 'мене', 'ногою', '.', 'про', 'такий', 'ранок', 'я', 'могла', 'тільки', 'мріяти', '.']",коротко про те як я прокидалась будила мене ногою про такий ранок я могла тільки мріяти ,"['коротко', 'про', 'те', 'як', 'я', 'прокидатися', 'будити', 'я', 'нога', 'про', 'такий', 'ранок', 'я', 'могти', 'тільки', 'мріяти']","['коротко', 'про', 'те', 'як', 'я', 'прокидалась', 'будила', 'мене', 'ногою', 'про', 'такий', 'ранок', 'я', 'могла', 'тільки', 'мріяти']",16
5195,5195,8994,1,я бачу ти дуже добре розумієш транс жінок і як їм живеться ,Telegram,я бачу ти дуже добре розумієш транс жінок і як їм живеться ,"['я', 'бачу', 'ти', 'дуже', 'добре', 'розумієш', 'транс', 'жінок', 'і', 'як', 'їм', 'живеться']",я бачу ти дуже добре розумієш транс жінок і як їм живеться,"['я', 'бачити', 'ти', 'дуже', 'добре', 'розуміти', 'транс', 'жінка', 'і', 'як', 'вони', 'житися']","['я', 'бачу', 'ти', 'дуже', 'добре', 'розумієш', 'транс', 'жінок', 'і', 'як', 'їм', 'живеться']",12
2110,2110,2110,1,"@alabriella @_Anhelina_a Ага, і що вносити розкол у країні під час війни - не на часі ",Twitter,"  ага, і що вносити розкол у країні під час війни - не на часі ","['ага', ',', 'і', 'що', 'вносити', 'розкол', 'у', 'країні', 'під', 'час', 'війни', '-', 'не', 'на', 'часі']",ага і що вносити розкол у країні під час війни не на часі,"['ага', 'і', 'що', 'вносити', 'розкол', 'у', 'країна', 'під', 'час', 'війна', 'не', 'на', 'час']","['ага', 'і', 'що', 'вносити', 'розкол', 'у', 'країні', 'під', 'час', 'війни', 'не', 'на', 'часі']",13
