,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,llm,prompting,text_mod,tokens,num_words,is_sarcastic,lemmatized_words,entities,bigrams,trigrams
1463,1463,1463,1800,"Звісно, я не проти, якщо ти візьмеш мою книгу почитати. Тільки поверни її через рік, добре?",gemini,oneshot,"звісно, я не проти, якщо ти візьмеш мою книгу почитати. тільки поверни її через рік, добре?","['звісно', 'я', 'не', 'проти', 'якщо', 'ти', 'візьмеш', 'мою', 'книгу', 'почитати', 'тільки', 'поверни', 'її', 'через', 'рік', 'добре']",16,1,"['звісно', 'я', 'не', 'проти', 'якщо', 'ти', 'взяти', 'мій', 'книга', 'почитати', 'тільки', 'повернути', 'вона', 'через', 'рік', 'добре']",[],"[('звісно', 'я'), ('я', 'не'), ('не', 'проти'), ('проти', 'якщо'), ('якщо', 'ти'), ('ти', 'взяти'), ('взяти', 'мій'), ('мій', 'книга'), ('книга', 'почитати'), ('почитати', 'тільки'), ('тільки', 'повернути'), ('повернути', 'вона'), ('вона', 'через'), ('через', 'рік'), ('рік', 'добре')]","[('звісно', 'я', 'не'), ('я', 'не', 'проти'), ('не', 'проти', 'якщо'), ('проти', 'якщо', 'ти'), ('якщо', 'ти', 'взяти'), ('ти', 'взяти', 'мій'), ('взяти', 'мій', 'книга'), ('мій', 'книга', 'почитати'), ('книга', 'почитати', 'тільки'), ('почитати', 'тільки', 'повернути'), ('тільки', 'повернути', 'вона'), ('повернути', 'вона', 'через'), ('вона', 'через', 'рік'), ('через', 'рік', 'добре')]"
1464,1464,1464,1344,"Обожнюю, коли в літаку плачуть діти. Це така заспокійлива музика.",gemini,oneshot,"обожнюю, коли в літаку плачуть діти. це така заспокійлива музика.","['обожнюю', 'коли', 'в', 'літаку', 'плачуть', 'діти', 'це', 'така', 'заспокійлива', 'музика']",10,1,"['обожнювати', 'коли', 'в', 'літак', 'плакати', 'дитина', 'це', 'такий', 'заспокійливий', 'музика']",[],"[('обожнювати', 'коли'), ('коли', 'в'), ('в', 'літак'), ('літак', 'плакати'), ('плакати', 'дитина'), ('дитина', 'це'), ('це', 'такий'), ('такий', 'заспокійливий'), ('заспокійливий', 'музика')]","[('обожнювати', 'коли', 'в'), ('коли', 'в', 'літак'), ('в', 'літак', 'плакати'), ('літак', 'плакати', 'дитина'), ('плакати', 'дитина', 'це'), ('дитина', 'це', 'такий'), ('це', 'такий', 'заспокійливий'), ('такий', 'заспокійливий', 'музика')]"
1465,1465,1465,1079,"Нічого страшного, що ти розбив мою улюблену вазу. В мене їх ще сто штук.",gemini,oneshot,"нічого страшного, що ти розбив мою улюблену вазу. в мене їх ще сто штук.","['нічого', 'страшного', 'що', 'ти', 'розбив', 'мою', 'улюблену', 'вазу', 'в', 'мене', 'їх', 'ще', 'сто', 'штук']",14,1,"['ніщо', 'страшний', 'що', 'ти', 'розбити', 'мій', 'улюблений', 'ваз', 'в', 'я', 'вони', 'ще', 'сто', 'штук']",[],"[('ніщо', 'страшний'), ('страшний', 'що'), ('що', 'ти'), ('ти', 'розбити'), ('розбити', 'мій'), ('мій', 'улюблений'), ('улюблений', 'ваз'), ('ваз', 'в'), ('в', 'я'), ('я', 'вони'), ('вони', 'ще'), ('ще', 'сто'), ('сто', 'штук')]","[('ніщо', 'страшний', 'що'), ('страшний', 'що', 'ти'), ('що', 'ти', 'розбити'), ('ти', 'розбити', 'мій'), ('розбити', 'мій', 'улюблений'), ('мій', 'улюблений', 'ваз'), ('улюблений', 'ваз', 'в'), ('ваз', 'в', 'я'), ('в', 'я', 'вони'), ('я', 'вони', 'ще'), ('вони', 'ще', 'сто'), ('ще', 'сто', 'штук')]"
1466,1466,1466,1194,"Ти такий сильний! Напевно, мішок картоплі донести зможеш.",gemini,oneshot,"ти такий сильний! напевно, мішок картоплі донести зможеш.","['ти', 'такий', 'сильний', 'напевно', 'мішок', 'картоплі', 'донести', 'зможеш']",8,1,"['ти', 'такий', 'сильний', 'напевно', 'мішок', 'картопля', 'донести', 'змогти']",[],"[('ти', 'такий'), ('такий', 'сильний'), ('сильний', 'напевно'), ('напевно', 'мішок'), ('мішок', 'картопля'), ('картопля', 'донести'), ('донести', 'змогти')]","[('ти', 'такий', 'сильний'), ('такий', 'сильний', 'напевно'), ('сильний', 'напевно', 'мішок'), ('напевно', 'мішок', 'картопля'), ('мішок', 'картопля', 'донести'), ('картопля', 'донести', 'змогти')]"
1467,1467,1467,1802,"Так, я пам'ятаю, що обіцяв(ла) тобі допомогти з ремонтом. Але в мене з'явилися термінові справи - треба грати в комп'ютерні ігри.",gemini,oneshot,"так, я пам'ятаю, що обіцяв(ла) тобі допомогти з ремонтом. але в мене з'явилися термінові справи - треба грати в комп'ютерні ігри.","['так', 'я', ""пам'ятаю"", 'що', 'обіцяв', 'ла', 'тобі', 'допомогти', 'з', 'ремонтом', 'але', 'в', 'мене', ""з'явилися"", 'термінові', 'справи', 'треба', 'грати', 'в', ""комп'ютерні"", 'ігри']",21,1,"['так', 'я', 'пам’ятати', 'що', 'обіцяти', 'ла', 'ти', 'допомогти', 'з', 'ремонт', 'але', 'в', 'я', 'з’явитися', 'терміновий', 'справа', 'треба', 'грати', 'в', 'комп’ютерний', 'ігра']",[],"[('так', 'я'), ('я', 'пам’ятати'), ('пам’ятати', 'що'), ('що', 'обіцяти'), ('обіцяти', 'ла'), ('ла', 'ти'), ('ти', 'допомогти'), ('допомогти', 'з'), ('з', 'ремонт'), ('ремонт', 'але'), ('але', 'в'), ('в', 'я'), ('я', 'з’явитися'), ('з’явитися', 'терміновий'), ('терміновий', 'справа'), ('справа', 'треба'), ('треба', 'грати'), ('грати', 'в'), ('в', 'комп’ютерний'), ('комп’ютерний', 'ігра')]","[('так', 'я', 'пам’ятати'), ('я', 'пам’ятати', 'що'), ('пам’ятати', 'що', 'обіцяти'), ('що', 'обіцяти', 'ла'), ('обіцяти', 'ла', 'ти'), ('ла', 'ти', 'допомогти'), ('ти', 'допомогти', 'з'), ('допомогти', 'з', 'ремонт'), ('з', 'ремонт', 'але'), ('ремонт', 'але', 'в'), ('але', 'в', 'я'), ('в', 'я', 'з’явитися'), ('я', 'з’явитися', 'терміновий'), ('з’явитися', 'терміновий', 'справа'), ('терміновий', 'справа', 'треба'), ('справа', 'треба', 'грати'), ('треба', 'грати', 'в'), ('грати', 'в', 'комп’ютерний'), ('в', 'комп’ютерний', 'ігра')]"
1468,1468,1468,1240,"Звісно, я можу виконати це завдання за 5 хвилин. А чому б і ні?",gemini,oneshot,"звісно, я можу виконати це завдання за 5 хвилин. а чому б і ні?","['звісно', 'я', 'можу', 'виконати', 'це', 'завдання', 'за', 'хвилин', 'а', 'чому', 'б', 'і', 'ні']",13,1,"['звісно', 'я', 'могти', 'виконати', 'цей', 'завдання', 'за', 'хвилина', 'а', 'чому', 'б', 'і', 'ні']",[],"[('звісно', 'я'), ('я', 'могти'), ('могти', 'виконати'), ('виконати', 'цей'), ('цей', 'завдання'), ('завдання', 'за'), ('за', 'хвилина'), ('хвилина', 'а'), ('а', 'чому'), ('чому', 'б'), ('б', 'і'), ('і', 'ні')]","[('звісно', 'я', 'могти'), ('я', 'могти', 'виконати'), ('могти', 'виконати', 'цей'), ('виконати', 'цей', 'завдання'), ('цей', 'завдання', 'за'), ('завдання', 'за', 'хвилина'), ('за', 'хвилина', 'а'), ('хвилина', 'а', 'чому'), ('а', 'чому', 'б'), ('чому', 'б', 'і'), ('б', 'і', 'ні')]"
1469,1469,1469,1044,"Обожнюю, коли мене критикують.",gemini,oneshot,"обожнюю, коли мене критикують.","['обожнюю', 'коли', 'мене', 'критикують']",4,1,"['обожнювати', 'коли', 'я', 'критикувати']",[],"[('обожнювати', 'коли'), ('коли', 'я'), ('я', 'критикувати')]","[('обожнювати', 'коли', 'я'), ('коли', 'я', 'критикувати')]"
1470,1470,1470,1723,"Я просто в захваті від того, як ти танцюєш. В тебе справжній талант... падати.",gemini,oneshot,"я просто в захваті від того, як ти танцюєш. в тебе справжній талант... падати.","['я', 'просто', 'в', 'захваті', 'від', 'того', 'як', 'ти', 'танцюєш', 'в', 'тебе', 'справжній', 'талант', 'падати']",14,1,"['я', 'просто', 'в', 'захват', 'від', 'те', 'як', 'ти', 'танцювати', 'в', 'ти', 'справжній', 'талант', 'падати']",[],"[('я', 'просто'), ('просто', 'в'), ('в', 'захват'), ('захват', 'від'), ('від', 'те'), ('те', 'як'), ('як', 'ти'), ('ти', 'танцювати'), ('танцювати', 'в'), ('в', 'ти'), ('ти', 'справжній'), ('справжній', 'талант'), ('талант', 'падати')]","[('я', 'просто', 'в'), ('просто', 'в', 'захват'), ('в', 'захват', 'від'), ('захват', 'від', 'те'), ('від', 'те', 'як'), ('те', 'як', 'ти'), ('як', 'ти', 'танцювати'), ('ти', 'танцювати', 'в'), ('танцювати', 'в', 'ти'), ('в', 'ти', 'справжній'), ('ти', 'справжній', 'талант'), ('справжній', 'талант', 'падати')]"
1471,1471,1471,1591,"О, ще один фільм про супергероїв. Не можу дочекатися, щоб побачити, як вони знову рятують світ від чергового лиходія.",gemini,oneshot,"о, ще один фільм про супергероїв. не можу дочекатися, щоб побачити, як вони знову рятують світ від чергового лиходія.","['о', 'ще', 'один', 'фільм', 'про', 'супергероїв', 'не', 'можу', 'дочекатися', 'щоб', 'побачити', 'як', 'вони', 'знову', 'рятують', 'світ', 'від', 'чергового', 'лиходія']",19,1,"['о', 'ще', 'один', 'фільм', 'про', 'супергерой', 'не', 'могти', 'дочекатися', 'щоб', 'побачити', 'як', 'вони', 'знову', 'рятувати', 'світ', 'від', 'черговий', 'лиходія']",[],"[('о', 'ще'), ('ще', 'один'), ('один', 'фільм'), ('фільм', 'про'), ('про', 'супергерой'), ('супергерой', 'не'), ('не', 'могти'), ('могти', 'дочекатися'), ('дочекатися', 'щоб'), ('щоб', 'побачити'), ('побачити', 'як'), ('як', 'вони'), ('вони', 'знову'), ('знову', 'рятувати'), ('рятувати', 'світ'), ('світ', 'від'), ('від', 'черговий'), ('черговий', 'лиходія')]","[('о', 'ще', 'один'), ('ще', 'один', 'фільм'), ('один', 'фільм', 'про'), ('фільм', 'про', 'супергерой'), ('про', 'супергерой', 'не'), ('супергерой', 'не', 'могти'), ('не', 'могти', 'дочекатися'), ('могти', 'дочекатися', 'щоб'), ('дочекатися', 'щоб', 'побачити'), ('щоб', 'побачити', 'як'), ('побачити', 'як', 'вони'), ('як', 'вони', 'знову'), ('вони', 'знову', 'рятувати'), ('знову', 'рятувати', 'світ'), ('рятувати', 'світ', 'від'), ('світ', 'від', 'черговий'), ('від', 'черговий', 'лиходія')]"
1472,1472,1472,912,"О, знову черга на касі з 20 людей, а працює одна каса. Обожнюю ефективне використання мого часу.",gemini,oneshot,"о, знову черга на касі з 20 людей, а працює одна каса. обожнюю ефективне використання мого часу.","['о', 'знову', 'черга', 'на', 'касі', 'з', 'людей', 'а', 'працює', 'одна', 'каса', 'обожнюю', 'ефективне', 'використання', 'мого', 'часу']",16,1,"['о', 'знову', 'черга', 'на', 'каса', 'з', 'людина', 'а', 'працювати', 'один', 'каса', 'обожнювати', 'ефективний', 'використання', 'мій', 'час']",[],"[('о', 'знову'), ('знову', 'черга'), ('черга', 'на'), ('на', 'каса'), ('каса', 'з'), ('з', 'людина'), ('людина', 'а'), ('а', 'працювати'), ('працювати', 'один'), ('один', 'каса'), ('каса', 'обожнювати'), ('обожнювати', 'ефективний'), ('ефективний', 'використання'), ('використання', 'мій'), ('мій', 'час')]","[('о', 'знову', 'черга'), ('знову', 'черга', 'на'), ('черга', 'на', 'каса'), ('на', 'каса', 'з'), ('каса', 'з', 'людина'), ('з', 'людина', 'а'), ('людина', 'а', 'працювати'), ('а', 'працювати', 'один'), ('працювати', 'один', 'каса'), ('один', 'каса', 'обожнювати'), ('каса', 'обожнювати', 'ефективний'), ('обожнювати', 'ефективний', 'використання'), ('ефективний', 'використання', 'мій'), ('використання', 'мій', 'час')]"
1473,1473,1473,1647,"Так, я обожнюю понеділки. Це найкращий день тижня.",gemini,oneshot,"так, я обожнюю понеділки. це найкращий день тижня.","['так', 'я', 'обожнюю', 'понеділки', 'це', 'найкращий', 'день', 'тижня']",8,1,"['так', 'я', 'обожнювати', 'понеділка', 'це', 'найкращий', 'день', 'тиждень']",[],"[('так', 'я'), ('я', 'обожнювати'), ('обожнювати', 'понеділка'), ('понеділка', 'це'), ('це', 'найкращий'), ('найкращий', 'день'), ('день', 'тиждень')]","[('так', 'я', 'обожнювати'), ('я', 'обожнювати', 'понеділка'), ('обожнювати', 'понеділка', 'це'), ('понеділка', 'це', 'найкращий'), ('це', 'найкращий', 'день'), ('найкращий', 'день', 'тиждень')]"
1474,1474,1474,1788,"Звісно, я вірю тобі на слово. Ти ж ніколи не брехав(ла).",gemini,oneshot,"звісно, я вірю тобі на слово. ти ж ніколи не брехав(ла).","['звісно', 'я', 'вірю', 'тобі', 'на', 'слово', 'ти', 'ж', 'ніколи', 'не', 'брехав', 'ла']",12,1,"['звісно', 'я', 'віріти', 'ти', 'на', 'слово', 'ти', 'ж', 'ніколи', 'не', 'брехати', 'ла']",[],"[('звісно', 'я'), ('я', 'віріти'), ('віріти', 'ти'), ('ти', 'на'), ('на', 'слово'), ('слово', 'ти'), ('ти', 'ж'), ('ж', 'ніколи'), ('ніколи', 'не'), ('не', 'брехати'), ('брехати', 'ла')]","[('звісно', 'я', 'віріти'), ('я', 'віріти', 'ти'), ('віріти', 'ти', 'на'), ('ти', 'на', 'слово'), ('на', 'слово', 'ти'), ('слово', 'ти', 'ж'), ('ти', 'ж', 'ніколи'), ('ж', 'ніколи', 'не'), ('ніколи', 'не', 'брехати'), ('не', 'брехати', 'ла')]"
1475,1475,1475,923,Я просто мріяв про чергову нараду в понеділок зранку. Вона надихає мене на весь тиждень.,gemini,oneshot,я просто мріяв про чергову нараду в понеділок зранку. вона надихає мене на весь тиждень.,"['я', 'просто', 'мріяв', 'про', 'чергову', 'нараду', 'в', 'понеділок', 'зранку', 'вона', 'надихає', 'мене', 'на', 'весь', 'тиждень']",15,1,"['я', 'просто', 'мріяти', 'про', 'черговий', 'нарад', 'в', 'понеділок', 'зранку', 'вона', 'надихати', 'я', 'на', 'весь', 'тиждень']",[],"[('я', 'просто'), ('просто', 'мріяти'), ('мріяти', 'про'), ('про', 'черговий'), ('черговий', 'нарад'), ('нарад', 'в'), ('в', 'понеділок'), ('понеділок', 'зранку'), ('зранку', 'вона'), ('вона', 'надихати'), ('надихати', 'я'), ('я', 'на'), ('на', 'весь'), ('весь', 'тиждень')]","[('я', 'просто', 'мріяти'), ('просто', 'мріяти', 'про'), ('мріяти', 'про', 'черговий'), ('про', 'черговий', 'нарад'), ('черговий', 'нарад', 'в'), ('нарад', 'в', 'понеділок'), ('в', 'понеділок', 'зранку'), ('понеділок', 'зранку', 'вона'), ('зранку', 'вона', 'надихати'), ('вона', 'надихати', 'я'), ('надихати', 'я', 'на'), ('я', 'на', 'весь'), ('на', 'весь', 'тиждень')]"
1476,1476,1476,1796,"Так, я обов'язково прийду на твою вечірку. Якщо, звичайно, не придумаю щось цікавіше.",gemini,oneshot,"так, я обов'язково прийду на твою вечірку. якщо, звичайно, не придумаю щось цікавіше.","['так', 'я', ""обов'язково"", 'прийду', 'на', 'твою', 'вечірку', 'якщо', 'звичайно', 'не', 'придумаю', 'щось', 'цікавіше']",13,1,"['так', 'я', 'обов’язково', 'прийти', 'на', 'твій', 'вечірка', 'якщо', 'звичайно', 'не', 'придумати', 'щось', 'цікавіше']",[],"[('так', 'я'), ('я', 'обов’язково'), ('обов’язково', 'прийти'), ('прийти', 'на'), ('на', 'твій'), ('твій', 'вечірка'), ('вечірка', 'якщо'), ('якщо', 'звичайно'), ('звичайно', 'не'), ('не', 'придумати'), ('придумати', 'щось'), ('щось', 'цікавіше')]","[('так', 'я', 'обов’язково'), ('я', 'обов’язково', 'прийти'), ('обов’язково', 'прийти', 'на'), ('прийти', 'на', 'твій'), ('на', 'твій', 'вечірка'), ('твій', 'вечірка', 'якщо'), ('вечірка', 'якщо', 'звичайно'), ('якщо', 'звичайно', 'не'), ('звичайно', 'не', 'придумати'), ('не', 'придумати', 'щось'), ('придумати', 'щось', 'цікавіше')]"
1477,1477,1477,1341,"Обожнюю, коли мій комп’ютер зависає в найвідповідальніший момент. Це так додає адреналіну.",gemini,oneshot,"обожнюю, коли мій комп’ютер зависає в найвідповідальніший момент. це так додає адреналіну.","['обожнюю', 'коли', 'мій', 'комп’ютер', 'зависає', 'в', 'найвідповідальніший', 'момент', 'це', 'так', 'додає', 'адреналіну']",12,1,"['обожнювати', 'коли', 'мій', 'комп’ютер', 'зависати', 'в', 'найвідповідальніший', 'момент', 'це', 'так', 'додавати', 'адреналін']",[],"[('обожнювати', 'коли'), ('коли', 'мій'), ('мій', 'комп’ютер'), ('комп’ютер', 'зависати'), ('зависати', 'в'), ('в', 'найвідповідальніший'), ('найвідповідальніший', 'момент'), ('момент', 'це'), ('це', 'так'), ('так', 'додавати'), ('додавати', 'адреналін')]","[('обожнювати', 'коли', 'мій'), ('коли', 'мій', 'комп’ютер'), ('мій', 'комп’ютер', 'зависати'), ('комп’ютер', 'зависати', 'в'), ('зависати', 'в', 'найвідповідальніший'), ('в', 'найвідповідальніший', 'момент'), ('найвідповідальніший', 'момент', 'це'), ('момент', 'це', 'так'), ('це', 'так', 'додавати'), ('так', 'додавати', 'адреналін')]"
1478,1478,1478,1887,"З нетерпінням чекаю, коли почнеться сезон грипу. Це ж так весело хворіти.",gemini,oneshot,"з нетерпінням чекаю, коли почнеться сезон грипу. це ж так весело хворіти.","['з', 'нетерпінням', 'чекаю', 'коли', 'почнеться', 'сезон', 'грипу', 'це', 'ж', 'так', 'весело', 'хворіти']",12,1,"['з', 'нетерпіння', 'чекати', 'коли', 'почитися', 'сезон', 'грип', 'це', 'ж', 'так', 'весело', 'хворіти']",[],"[('з', 'нетерпіння'), ('нетерпіння', 'чекати'), ('чекати', 'коли'), ('коли', 'почитися'), ('почитися', 'сезон'), ('сезон', 'грип'), ('грип', 'це'), ('це', 'ж'), ('ж', 'так'), ('так', 'весело'), ('весело', 'хворіти')]","[('з', 'нетерпіння', 'чекати'), ('нетерпіння', 'чекати', 'коли'), ('чекати', 'коли', 'почитися'), ('коли', 'почитися', 'сезон'), ('почитися', 'сезон', 'грип'), ('сезон', 'грип', 'це'), ('грип', 'це', 'ж'), ('це', 'ж', 'так'), ('ж', 'так', 'весело'), ('так', 'весело', 'хворіти')]"
1479,1479,1479,1868,"О, ця погода просто чудова! Люблю, коли сонце світить так яскраво, що можна зварити яйце на асфальті.",gemini,oneshot,"о, ця погода просто чудова! люблю, коли сонце світить так яскраво, що можна зварити яйце на асфальті.","['о', 'ця', 'погода', 'просто', 'чудова', 'люблю', 'коли', 'сонце', 'світить', 'так', 'яскраво', 'що', 'можна', 'зварити', 'яйце', 'на', 'асфальті']",17,1,"['о', 'цей', 'погода', 'просто', 'чудовий', 'любити', 'коли', 'сонце', 'світити', 'так', 'яскраво', 'що', 'можна', 'зварити', 'яйце', 'на', 'асфальт']",[],"[('о', 'цей'), ('цей', 'погода'), ('погода', 'просто'), ('просто', 'чудовий'), ('чудовий', 'любити'), ('любити', 'коли'), ('коли', 'сонце'), ('сонце', 'світити'), ('світити', 'так'), ('так', 'яскраво'), ('яскраво', 'що'), ('що', 'можна'), ('можна', 'зварити'), ('зварити', 'яйце'), ('яйце', 'на'), ('на', 'асфальт')]","[('о', 'цей', 'погода'), ('цей', 'погода', 'просто'), ('погода', 'просто', 'чудовий'), ('просто', 'чудовий', 'любити'), ('чудовий', 'любити', 'коли'), ('любити', 'коли', 'сонце'), ('коли', 'сонце', 'світити'), ('сонце', 'світити', 'так'), ('світити', 'так', 'яскраво'), ('так', 'яскраво', 'що'), ('яскраво', 'що', 'можна'), ('що', 'можна', 'зварити'), ('можна', 'зварити', 'яйце'), ('зварити', 'яйце', 'на'), ('яйце', 'на', 'асфальт')]"
1480,1480,1480,1445,"Твоє вміння спілкуватися з людьми – просто унікальне. Особливо, коли ти їх ображаєш.",gemini,oneshot,"твоє вміння спілкуватися з людьми – просто унікальне. особливо, коли ти їх ображаєш.","['твоє', 'вміння', 'спілкуватися', 'з', 'людьми', 'просто', 'унікальне', 'особливо', 'коли', 'ти', 'їх', 'ображаєш']",12,1,"['твій', 'вміння', 'спілкуватися', 'з', 'людина', 'просто', 'унікальний', 'особливо', 'коли', 'ти', 'вони', 'ображати']",[],"[('твій', 'вміння'), ('вміння', 'спілкуватися'), ('спілкуватися', 'з'), ('з', 'людина'), ('людина', 'просто'), ('просто', 'унікальний'), ('унікальний', 'особливо'), ('особливо', 'коли'), ('коли', 'ти'), ('ти', 'вони'), ('вони', 'ображати')]","[('твій', 'вміння', 'спілкуватися'), ('вміння', 'спілкуватися', 'з'), ('спілкуватися', 'з', 'людина'), ('з', 'людина', 'просто'), ('людина', 'просто', 'унікальний'), ('просто', 'унікальний', 'особливо'), ('унікальний', 'особливо', 'коли'), ('особливо', 'коли', 'ти'), ('коли', 'ти', 'вони'), ('ти', 'вони', 'ображати')]"
1481,1481,1481,1007,"Я так добре вмію брехати, що сам собі вірю.",gemini,oneshot,"я так добре вмію брехати, що сам собі вірю.","['я', 'так', 'добре', 'вмію', 'брехати', 'що', 'сам', 'собі', 'вірю']",9,1,"['я', 'так', 'добре', 'вміти', 'брехати', 'що', 'сам', 'себе', 'віріти']",[],"[('я', 'так'), ('так', 'добре'), ('добре', 'вміти'), ('вміти', 'брехати'), ('брехати', 'що'), ('що', 'сам'), ('сам', 'себе'), ('себе', 'віріти')]","[('я', 'так', 'добре'), ('так', 'добре', 'вміти'), ('добре', 'вміти', 'брехати'), ('вміти', 'брехати', 'що'), ('брехати', 'що', 'сам'), ('що', 'сам', 'себе'), ('сам', 'себе', 'віріти')]"
1482,1482,1482,1365,"Обожнюю, коли в кінотеатрі хтось голосно їсть попкорн. Це так додає атмосферності.",gemini,oneshot,"обожнюю, коли в кінотеатрі хтось голосно їсть попкорн. це так додає атмосферності.","['обожнюю', 'коли', 'в', 'кінотеатрі', 'хтось', 'голосно', 'їсть', 'попкорн', 'це', 'так', 'додає', 'атмосферності']",12,1,"['обожнювати', 'коли', 'в', 'кінотеатр', 'хтось', 'голосно', 'їсти', 'попкорн', 'це', 'так', 'додавати', 'атмосферність']",[],"[('обожнювати', 'коли'), ('коли', 'в'), ('в', 'кінотеатр'), ('кінотеатр', 'хтось'), ('хтось', 'голосно'), ('голосно', 'їсти'), ('їсти', 'попкорн'), ('попкорн', 'це'), ('це', 'так'), ('так', 'додавати'), ('додавати', 'атмосферність')]","[('обожнювати', 'коли', 'в'), ('коли', 'в', 'кінотеатр'), ('в', 'кінотеатр', 'хтось'), ('кінотеатр', 'хтось', 'голосно'), ('хтось', 'голосно', 'їсти'), ('голосно', 'їсти', 'попкорн'), ('їсти', 'попкорн', 'це'), ('попкорн', 'це', 'так'), ('це', 'так', 'додавати'), ('так', 'додавати', 'атмосферність')]"
1483,1483,1483,1257,"Мій улюблений вид мистецтва - абстракціонізм. Мені подобається, що ніхто не розуміє, що на ньому зображено.",gemini,oneshot,"мій улюблений вид мистецтва - абстракціонізм. мені подобається, що ніхто не розуміє, що на ньому зображено.","['мій', 'улюблений', 'вид', 'мистецтва', 'абстракціонізм', 'мені', 'подобається', 'що', 'ніхто', 'не', 'розуміє', 'що', 'на', 'ньому', 'зображено']",15,1,"['мій', 'улюблений', 'вид', 'мистецтво', 'абстракціонізм', 'я', 'подобатися', 'що', 'ніхто', 'не', 'розуміти', 'що', 'на', 'він', 'зобразити']",[],"[('мій', 'улюблений'), ('улюблений', 'вид'), ('вид', 'мистецтво'), ('мистецтво', 'абстракціонізм'), ('абстракціонізм', 'я'), ('я', 'подобатися'), ('подобатися', 'що'), ('що', 'ніхто'), ('ніхто', 'не'), ('не', 'розуміти'), ('розуміти', 'що'), ('що', 'на'), ('на', 'він'), ('він', 'зобразити')]","[('мій', 'улюблений', 'вид'), ('улюблений', 'вид', 'мистецтво'), ('вид', 'мистецтво', 'абстракціонізм'), ('мистецтво', 'абстракціонізм', 'я'), ('абстракціонізм', 'я', 'подобатися'), ('я', 'подобатися', 'що'), ('подобатися', 'що', 'ніхто'), ('що', 'ніхто', 'не'), ('ніхто', 'не', 'розуміти'), ('не', 'розуміти', 'що'), ('розуміти', 'що', 'на'), ('що', 'на', 'він'), ('на', 'він', 'зобразити')]"
1484,1484,1484,1204,"Твій новий автомобіль просто супер! Напевно, взяв кредит на 10 років?",gemini,oneshot,"твій новий автомобіль просто супер! напевно, взяв кредит на 10 років?","['твій', 'новий', 'автомобіль', 'просто', 'супер', 'напевно', 'взяв', 'кредит', 'на', 'років']",10,1,"['твій', 'новий', 'автомобіль', 'просто', 'супер', 'напевно', 'взяти', 'кредит', 'на', 'рік']",[],"[('твій', 'новий'), ('новий', 'автомобіль'), ('автомобіль', 'просто'), ('просто', 'супер'), ('супер', 'напевно'), ('напевно', 'взяти'), ('взяти', 'кредит'), ('кредит', 'на'), ('на', 'рік')]","[('твій', 'новий', 'автомобіль'), ('новий', 'автомобіль', 'просто'), ('автомобіль', 'просто', 'супер'), ('просто', 'супер', 'напевно'), ('супер', 'напевно', 'взяти'), ('напевно', 'взяти', 'кредит'), ('взяти', 'кредит', 'на'), ('кредит', 'на', 'рік')]"
1485,1485,1485,1582,"Так, кинути сміття повз урну – це найкращий спосіб продемонструвати свою повагу до природи.",gemini,oneshot,"так, кинути сміття повз урну – це найкращий спосіб продемонструвати свою повагу до природи.","['так', 'кинути', 'сміття', 'повз', 'урну', 'це', 'найкращий', 'спосіб', 'продемонструвати', 'свою', 'повагу', 'до', 'природи']",13,1,"['так', 'кинути', 'сміття', 'повз', 'урна', 'це', 'найкращий', 'спосіб', 'продемонструвати', 'свій', 'повага', 'до', 'природа']",[],"[('так', 'кинути'), ('кинути', 'сміття'), ('сміття', 'повз'), ('повз', 'урна'), ('урна', 'це'), ('це', 'найкращий'), ('найкращий', 'спосіб'), ('спосіб', 'продемонструвати'), ('продемонструвати', 'свій'), ('свій', 'повага'), ('повага', 'до'), ('до', 'природа')]","[('так', 'кинути', 'сміття'), ('кинути', 'сміття', 'повз'), ('сміття', 'повз', 'урна'), ('повз', 'урна', 'це'), ('урна', 'це', 'найкращий'), ('це', 'найкращий', 'спосіб'), ('найкращий', 'спосіб', 'продемонструвати'), ('спосіб', 'продемонструвати', 'свій'), ('продемонструвати', 'свій', 'повага'), ('свій', 'повага', 'до'), ('повага', 'до', 'природа')]"
